id,nuc,name,parent,total
494,,Central Coast Library Service. Bookmobile.,NGCL,0
69038,,Central Coast Library Service. Erina Library.,NGCL,0
69040,,Central Coast Library Service. Kariong Library.,NGCL,0
69039,,Central Coast Library Service. Kincumber Library.,NGCL,0
7138,,Central Coast Library Service. Lake Haven Library & Council Services.,NGCL,0
7143,,Central Coast Library Service. The Entrance Library & Council Services.,NGCL,0
7142,,Central Coast Library Service. Toukley Library.,NGCL,0
7139,,Central Coast Library Service. Tuggerah Library.,NGCL,0
496,,Central Coast Library Service. Umina Library.,NGCL,0
504,,Central Coast Library Service. Woy Woy Library.,NGCL,0
331457,,Central Coast Local Health District.,,5593
NGDH,NGDH,Central Coast Local Health District. Central Coast Local Health District Library Service.,331457,3240
NGDH:HA,NGDH:HA,Central Coast Local Health District. Historical Archive.,331457,1093
NGDH:IR,NGDH:IR,Central Coast Local Health District. Research Hub.,331457,1260
12795,,Central Highlands Libraries.,,118774
3587,,Central Highlands Libraries. Ararat Library.,12795,0
3588,,Central Highlands Libraries. Avoca Resource Centre.,12795,0
336940,,Central Highlands Libraries. Ballan Library.,12795,0
VBALL,VBALL,Central Highlands Libraries. Ballarat Library.,12795,118774
3590,,Central Highlands Libraries. Beaufort Community Resource Centre.,12795,0
336957,,Central Highlands Libraries. City of Ballarat Libraries Outreach.,12795,0
3591,,Central Highlands Libraries. Clunes Library.,12795,0
3592,,Central Highlands Libraries. Creswick Library.,12795,0
3593,,Central Highlands Libraries. Daylesford Library.,12795,0
336941,,Central Highlands Libraries. Lake Bolac Library.,12795,0
3589,,Central Highlands Libraries. Lederderg Library.,12795,0
3594,,Central Highlands Libraries. Maryborough Library.,12795,0
3595,,Central Highlands Libraries. Sebastopol Library.,12795,0
3598,,Central Highlands Libraries. Southern Grampians Mobile Library.,12795,0
343781,,Central Highlands Libraries. St Arnaud Library.,12795,0
VSRL,VSRL,Central Highlands Libraries. Stawell Library.,12795,0
336939,,Central Highlands Libraries. Trentham Library.,12795,0
3597,,Central Highlands Libraries. Wendouree  Library.,12795,0
XCLC,XCLC,Central Land Council. David Jupurrurla Long Resource Centre.,,40
NNRL,NNRL,Central Northern Libraries. Central Northern Regional Library .,,161049
3781,,Central Northern Libraries. Central Northern Regional Library . Barraba Branch Library.,NNRL,0
6467,,Central Northern Libraries. Central Northern Regional Library . Boggabri Branch Library.,NNRL,0
6744,,Central Northern Libraries. Central Northern Regional Library . Kootingal Branch Library.,NNRL,0
6745,,Central Northern Libraries. Central Northern Regional Library . Manilla Branch Library.,NNRL,0
6748,,Central Northern Libraries. Central Northern Regional Library . Narrabri Branch Library.,NNRL,0
3786,,Central Northern Libraries. Central Northern Regional Library . Nundle Branch Library.,NNRL,0
6752,,Central Northern Libraries. Central Northern Regional Library . Quirindi Branch Library.,NNRL,0
4708,,Central Northern Libraries. Central Northern Regional Library . South Tamworth Branch Library.,NNRL,0
4699,,Central Northern Libraries. Central Northern Regional Library . Tamworth City Library.,NNRL,0
3788,,Central Northern Libraries. Central Northern Regional Library . Uralla Branch Library.,NNRL,0
3789,,Central Northern Libraries. Central Northern Regional Library . Walcha Branch Library.,NNRL,0
3790,,Central Northern Libraries. Central Northern Regional Library . Wee Waa Branch Library.,NNRL,0
3791,,Central Northern Libraries. Central Northern Regional Library . Werris Creek Branch Library.,NNRL,0
12801,,Central Queensland Institute of TAFE.,,1
QCHC,QCHC,Central Queensland Institute of TAFE. Central Highlands Campus.,12801,0
QGSC,QGSC,Central Queensland Institute of TAFE. Gladstone Campus.,12801,0
QMT,QMT,Central Queensland Institute of TAFE. Mackay Campus.,12801,0
QRT,QRT,Central Queensland Institute of TAFE. Rockhampton Campus.,12801,1
12802,,Central Queensland University.,,13239
9886,,Central Queensland University. Brisbane Campus Library.,12802,0
9887,,Central Queensland University. Bundaberg Campus Library.,12802,0
6687,,Central Queensland University. Gladstone Campus Library.,12802,0
20417,,Central Queensland University. Gold Coast Campus Library.,12802,0
9889,,Central Queensland University. Mackay Campus Library.,12802,0
9891,,Central Queensland University. Melbourne Campus Library.,12802,0
QCQU:ANDS,QCQU:ANDS,Central Queensland University. Research Data via ANDS.,12802,142
QCQU,QCQU,Central Queensland University. Rockhampton Campus Library.,12802,13097
QCQU:IR,QCQU:IR,Central Queensland University. Rockhampton Campus Library. Central Queensland University: Institutional Repository.,QCQU,13083
9888,,Central Queensland University. Sydney Campus Library.,12802,0
WGT,WGT,Central Regional TAFE. Library.,,5662
17554,,Central West Libraries.,,107113
NCWC,NCWC,Central West Libraries. Orange Library.,17554,86565
9211,,Central West Libraries. Orange Library. Blayney Library.,NCWC,0
9209,,Central West Libraries. Orange Library. Canowindra Public Library.,NCWC,0
9212,,Central West Libraries. Orange Library. Cowra Library.,NCWC,0
NFORB,NFORB,Central West Libraries. Orange Library. Forbes Library.,NCWC,0
4952,,Central West Libraries. Orange Library. Manildra Library.,NCWC,0
4958,,Central West Libraries. Orange Library. Molong Library.,NCWC,0
NCWC:RCW,NCWC:RCW,Central West Libraries. Recollect Central West.,17554,20548
XALIR:CM,XALIR:CM,Centralian Middle School. Centralian Middle School Library.,,12223
TTDI,TTDI,Centre for Heritage at Oatlands Southern Midlands Council. Tasmanian Decorated Interiors.,,746
NCES,NCES,Cessnock City Council. Cessnock City Library.,,41397
4959,,Cessnock City Council. Cessnock City Library. Kurri Kurri Library.,NCES,0
12826,,Chapman Valley Shire Council Libraries.,,0
WNAB,WNAB,Chapman Valley Shire Council Libraries. Nabawa Public Library.,12826,0
WYUN,WYUN,Chapman Valley Shire Council Libraries. Yuna Library.,12826,0
14378,,Charles Darwin University.,,7559
XNTU,XNTU,Charles Darwin University. Casuarina Campus Library.,14378,2
XNTU:IR,XNTU:IR,Charles Darwin University. Charles Darwin University Institutional Repository.,14378,0
XNTU:DC,XNTU:DC,Charles Darwin University. Charles Darwin University: Digital Collection.,14378,5351
XNTU:NM,XNTU:NM,Charles Darwin University. Nursing Museum.,14378,2191
5942,,Charles Darwin University. Palmerston Campus Library.,14378,0
XNTU:ANDS,XNTU:ANDS,Charles Darwin University. Research Data via ANDS.,14378,15
12879,,Charles Sturt Library Service.,,109496
SCCS,SCCS,Charles Sturt Library Service. Civic Library.,12879,109496
3857,,Charles Sturt Library Service. Findon Library.,12879,0
3858,,Charles Sturt Library Service. Henley Beach Library.,12879,0
SWLS,SWLS,Charles Sturt Library Service. Hindmarsh Library .,12879,0
3859,,Charles Sturt Library Service. West Lakes Library.,12879,0
16834,,Charles Sturt University.,,444375
NCSU:A,NCSU:A,Charles Sturt University. Albury-Wodonga Campus Library.,16834,1
NCSU:B,NCSU:B,Charles Sturt University. Bathurst Campus Library.,16834,137586
NCSU:E,NCSU:E,Charles Sturt University. CSU Library - Electronic Resources (shared).,16834,118883
NCSU:IR,NCSU:IR,Charles Sturt University. CSU Research Output.,16834,51464
NCSRA,NCSRA,Charles Sturt University. Charles Sturt University Regional Archives.,16834,0
NCSU:D,NCSU:D,Charles Sturt University. Dubbo Campus Library.,16834,4101
NCSU:O,NCSU:O,Charles Sturt University. Orange Campus Library.,16834,10458
NCSU:P,NCSU:P,Charles Sturt University. Port Macquarie Campus Library.,16834,3957
NCSU:ANDS,NCSU:ANDS,Charles Sturt University. Research Data via ANDS.,16834,10
NCSU:W,NCSU:W,Charles Sturt University. Wagga Wagga Campus Library.,16834,117915
VCHEL,VCHEL,Chelsea and District Historical Society Inc..,,10
VHHS,VHHS,Chelsea and District Historical Society Inc.. Chelsea & District Historical Society Book Collection.,VCHEL,0
WPMH,WPMH,Child and Adolescent Health Service. Child and Adolescent Health Service Medical Library.,,1
NCTCA,NCTCA,Chinese Theological College Australia.,,13699
VMT,VMT,Chisholm Institute.,,54168
VCCAP,VCCAP,Christ Church Anglican Parish of Warrnambool.,,33
QCHH,QCHH,Christian Heritage College. Christian Heritage College Library.,,0
VCIHF,VCIHF,Churchill Island Heritage Farm.,,1556
QCITI,QCITI,Citipointe Christian College.,,0
78677,,City of Armadale Library Service.,,0
WARM,WARM,City of Armadale Library Service. Armadale Library.,78677,0
125684,,City of Armadale Library Service. Birtwistle Local Studies Library.,78677,0
WKMS,WKMS,City of Armadale Library Service. Kelmscott Library.,78677,0
WWST,WWST,City of Armadale Library Service. Seville Grove Library.,78677,0
WAHH,WAHH,City of Armadale. History House.,,1823
12462,,City of Bayswater.,,0
WBAY,WBAY,City of Bayswater. Bayswater Public Library.,12462,0
6069,,City of Bayswater. Gerry Leeuwangh Public Library.,12462,0
WMAY,WMAY,City of Bayswater. Maylands Library.,12462,0
WMOR,WMOR,City of Bayswater. Morley Public Library.,12462,0
WBEL,WBEL,City of Belmont. Ruth Faulkner Public Library.,,0
VBOR,VBOR,City of Boroondara Library Service.,,181886
4017,,City of Boroondara Library Service. Ashburton Library.,VBOR,0
4019,,City of Boroondara Library Service. Balwyn Library.,VBOR,0
4020,,City of Boroondara Library Service. Camberwell Library.,VBOR,0
4024,,City of Boroondara Library Service. Hawthorn Library.,VBOR,0
4031,,City of Boroondara Library Service. Kew Library.,VBOR,0
12617,,City of Bunbury Libraries.,,0
WBUN,WBUN,City of Bunbury Libraries. Bunbury Public Library.,12617,0
WWRS,WWRS,City of Bunbury Libraries. Withers Public Library.,12617,0
SBRN,SBRN,City of Burnside. Burnside Library.,,88812
14910,,City of Busselton Libraries.,,0
WBUS,WBUS,City of Busselton Libraries. Busselton Public Library.,14910,0
WDNS,WDNS,City of Busselton Libraries. Dunsborough Public Library.,14910,0
NCCB,NCCB,City of Canada Bay. City of Canada Bay Library Service.,,117109
12714,,City of Canning Libraries.,,0
WBEN,WBEN,City of Canning Libraries. Bentley Library.,12714,0
WQUP,WQUP,City of Canning Libraries. Cannington Public Library.,12714,0
WRIV,WRIV,City of Canning Libraries. Riverton Library.,12714,0
WWTN,WWTN,City of Canning Libraries. Willetton Library.,12714,0
12880,,City of Cockburn.,,0
WCA,WCA,City of Cockburn. Cockburn Administration.,12880,0
WCPL,WCPL,City of Cockburn. Coolbellup Public Library.,12880,0
WSPE,WSPE,City of Cockburn. Spearwood Public Library.,12880,0
WSPL,WSPL,City of Cockburn. Success Public Library.,12880,0
XDAR,XDAR,City of Darwin. City of Darwin Libraries.,,225496
XDAR:CA,XDAR:CA,City of Darwin. City of Darwin Libraries. Casuarina Library.,XDAR,45593
XDAR:C,XDAR:C,City of Darwin. City of Darwin Libraries. City Library.,XDAR,20903
XDAR:K,XDAR:K,City of Darwin. City of Darwin Libraries. Karama Library.,XDAR,13066
XDAR:N,XDAR:N,City of Darwin. City of Darwin Libraries. Nightcliff Library.,XDAR,12415
WFAC,WFAC,City of Fremantle. Art Collection.,,1567
WFRE,WFRE,City of Fremantle: Fremantle Library.,,6082
QGCCL,QGCCL,City of Gold Coast Libraries.,,130790
8754,,City of Gold Coast Libraries. Broadbeach Library.,QGCCL,0
8748,,City of Gold Coast Libraries. Burleigh Heads Library.,QGCCL,0
8750,,City of Gold Coast Libraries. Burleigh Waters Library.,QGCCL,0
328697,,City of Gold Coast Libraries. City of Gold Coast Corporate Library.,QGCCL,0
8751,,City of Gold Coast Libraries. Coolangatta Library.,QGCCL,0
8752,,City of Gold Coast Libraries. Elanora Library.,QGCCL,0
8753,,City of Gold Coast Libraries. Helensvale Library.,QGCCL,0
8745,,City of Gold Coast Libraries. Local Studies Library.,QGCCL,0
8749,,City of Gold Coast Libraries. Mobile Library Service.,QGCCL,0
8756,,City of Gold Coast Libraries. Mudgeeraba Library.,QGCCL,0
8755,,City of Gold Coast Libraries. Nerang Library.,QGCCL,0
8747,,City of Gold Coast Libraries. Palm Beach Library.,QGCCL,0
8746,,City of Gold Coast Libraries. Robina Library.,QGCCL,0
8744,,City of Gold Coast Libraries. Runaway Bay Library.,QGCCL,0
8740,,City of Gold Coast Libraries. Southport Library.,QGCCL,0
335037,,City of Gold Coast Libraries. Upper Coomera Library.,QGCCL,0
VDGV,VDGV,City of Greater Dandenong Libraries. Dandenong Library.,,81364
WGER,WGER,City of Greater Geraldton Regional Library.,,19
WGER:LH,WGER:LH,City of Greater Geraldton Regional Library. Local History Collection.,WGER,0
WMUL,WMUL,City of Greater Geraldton Regional Library. Mullewa Public Library.,WGER,0
SHBL,SHBL,City of Holdfast Bay. Brighton Public Library .,,59678
12885,,City of Joondalup Libraries.,,2529
WDUN,WDUN,City of Joondalup Libraries. Duncraig Public Library.,12885,0
WJLS,WJLS,City of Joondalup Libraries. Joondalup Public Library.,12885,2529
WWHI,WWHI,City of Joondalup Libraries. Whitford Library.,12885,0
WWOD,WWOD,City of Joondalup Libraries. Woodvale Library.,12885,0
14915,,City of Kalamunda Libraries.,,0
WFOR,WFOR,City of Kalamunda Libraries. Forrestfield Public Library.,14915,0
WHIW,WHIW,City of Kalamunda Libraries. High Wycombe Public Library.,14915,0
WKLM,WKLM,City of Kalamunda Libraries. Kalamunda Public Library.,14915,0
WLES,WLES,City of Kalamunda Libraries. Lesmurdie Community Library.,14915,0
WKAL,WKAL,City of Kalgoorlie-Boulder. William Grundt Memorial Library.,,58700
14744,,City of Karratha.,,22962
WDAM,WDAM,City of Karratha. Dampier Public Library.,14744,0
WKCL,WKCL,City of Karratha. Karratha Public Library.,14744,22953
WKLHA,WKLHA,City of Karratha. Local History Archives.,14744,9
WROE,WROE,City of Karratha. Roebourne Public Library.,14744,0
WWIC,WWIC,City of Karratha. Wickham Public Library.,14744,0
WKWI,WKWI,City of Kwinana. Kwinana Public Library.,,0
13952,,City of Mandurah Libraries.,,1
WFAL,WFAL,City of Mandurah Libraries. Falcon Library & Community Centre.,13952,0
WLAKE,WLAKE,City of Mandurah Libraries. Lakelands Library and Community Centre.,13952,0
WMAN,WMAN,City of Mandurah Libraries. Mandurah Library.,13952,1
VCML,VCML,City of Melbourne Libraries.,,117187
262897,,City of Melbourne Libraries. City Library.,VCML,0
VCML:HC,VCML:HC,City of Melbourne Libraries. City of Melbourne Libraries online Heritage Collection.,VCML,12902
325857,,City of Melbourne Libraries. East Melbourne Library.,VCML,0
338197,,City of Melbourne Libraries. Kathleen Syme Library.,VCML,0
336058,,City of Melbourne Libraries. Library at the Dock.,VCML,0
325858,,City of Melbourne Libraries. North Melbourne Library.,VCML,0
336057,,City of Melbourne Libraries. Southbank Library.,VCML,0
12891,,City of Melville.,,0
WAHB,WAHB,City of Melville. AH Bracks Library.,12891,0
WBUL,WBUL,City of Melville. Bull Creek Library.,12891,0
WCAN,WCAN,City of Melville. Canning Bridge Express Library.,12891,0
WMEL,WMEL,City of Melville. City of Melville Libraries.,12891,0
WMCS,WMCS,City of Melville. Civic Square Library.,12891,0
WWIL,WWIL,City of Melville. Willagee Library.,12891,0
VBOX,VBOX,City of Moorabbin Historical Society. Box Cottage Museum.,,1495
VMHS,VMHS,City of Mordialloc Historical Society Inc. Mordialloc and District  Historical Society Library.,,7
SMG,SMG,City of Mount Gambier. Mount Gambier Library.,,43715
12894,,City of Nedlands Library Service.,,1
WMTC,WMTC,City of Nedlands Library Service. Mount Claremont Library.,12894,0
WNED,WNED,City of Nedlands Library Service. Nedlands Library.,12894,1
SNPS,SNPS,City of Norwood Payneham and St Peters Library Service.,,62420
5132,,City of Norwood Payneham and St Peters Library Service. Norwood Library.,SNPS,0
342080,,City of Norwood Payneham and St Peters Library Service. Payneham Library.,SNPS,0
325518,,City of Norwood Payneham and St Peters Library Service. St Peters Library.,SNPS,0
SNRL,SNRL,City of Onkaparinga Libraries. Noarlunga Library.,,145413
SPAL,SPAL,City of PAE Libraries.,,135117
6227,,City of PAE Libraries. Enfield Public Library.,SPAL,0
5104,,City of PAE Libraries. Greenacres Library.,SPAL,0
6225,,City of PAE Libraries. Semaphore Library.,SPAL,0
5109,,City of PAE Libraries. The Parks Library.,SPAL,0
XPALM,XPALM,City of Palmerston. Palmerston Library.,,108707
12897,,City of Perth.,,3435
WPER,WPER,City of Perth. City of Perth Library.,12897,3337
WCPCC,WCPCC,City of Perth. Cultural Collections.,12897,98
SEPL,SEPL,City of Playford Library Service. Playford Civic Centre Library.,,77103
SLINC,SLINC,City of Port Lincoln. Port Lincoln Library.,,28243
SPPL,SPPL,City of Prospect. Prospect Library.,,34168
WSPH:LH,WSPH:LH,City of South Perth Local History Collection.,,6
9964,,City of South Perth.,,1481
WMNG,WMNG,City of South Perth. Manning Public Library.,9964,0
WSPH,WSPH,City of South Perth. South Perth Library.,9964,1481
